feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,cat_feature_1,cat_feature_2,cat_feature_3,region,season,target
6.58,4.68,2.18,1.9,2.05,1.67,2.11,0.7,A,Y,High,East,Spring,2
5.63,3.26,2.42,1.09,0.11,1.06,1.23,1.16,D,X,Medium,East,Summer,0
4.1,4.34,2.8,2.58,2.78,2.32,3.88,1.21,B,Z,High,East,Spring,2
4.62,3.43,4.86,1.36,0.43,1.11,2.31,0.99,C,Z,Medium,East,Summer,1
6.86,3.49,4.61,0.66,0.38,1.4,2.87,0.23,A,X,Low,North,Winter,2
6.64,2.61,5.18,0.65,1.07,1.59,3.0,1.41,B,Z,Medium,East,Spring,2
4.11,3.77,3.18,2.33,1.18,0.7,2.64,1.09,A,X,Low,East,Fall,2
4.89,2.56,5.94,0.87,0.72,2.36,1.62,0.24,A,X,High,West,Spring,2
4.92,2.99,2.22,2.32,1.8,1.25,3.27,1.26,B,X,Medium,East,Fall,1
6.69,4.57,3.81,0.7,1.38,0.66,3.41,0.46,C,Y,Medium,East,Spring,2
4.08,2.62,5.81,1.03,0.2,1.27,2.66,0.95,C,Y,Low,East,Spring,0
4.42,2.21,2.08,1.45,1.03,1.7,2.47,0.81,B,X,Medium,West,Summer,0
7.2,2.21,1.66,2.84,2.45,1.53,1.34,0.75,B,Z,Low,West,Winter,0
4.71,4.82,6.3,2.8,2.1,1.89,1.25,1.36,B,Y,High,West,Spring,2
6.61,3.52,3.06,0.7,2.2,0.61,2.02,0.77,D,X,Low,East,Spring,1
4.95,3.23,5.1,1.14,2.12,1.07,1.93,0.3,B,Y,High,North,Spring,1
4.4,4.43,1.15,0.53,1.0,2.14,3.86,1.43,A,Z,Low,East,Winter,0
4.97,4.51,5.14,1.58,0.39,0.66,3.35,1.4,A,X,Medium,East,Fall,2
6.89,3.0,2.9,1.44,0.89,2.21,2.98,1.09,C,X,Low,West,Fall,1
7.42,4.08,1.33,2.71,2.51,0.68,2.55,0.81,B,Y,Medium,North,Fall,2
7.32,4.31,4.66,2.8,2.94,2.17,1.5,0.32,A,Y,High,East,Spring,2
5.59,3.96,2.44,1.21,1.53,1.22,3.94,1.23,C,Y,Low,South,Fall,0
6.67,2.45,3.32,1.53,0.13,1.72,2.13,0.3,C,X,High,West,Spring,1
4.82,4.63,1.48,2.7,0.51,0.81,1.32,0.29,C,Y,High,North,Summer,1
5.17,3.62,1.88,2.44,1.03,0.63,2.48,0.9,A,Y,Low,East,Fall,0
7.59,2.85,2.79,0.11,1.78,0.93,3.62,0.41,B,Y,High,South,Fall,1
4.05,3.28,1.54,1.03,0.32,0.76,3.66,0.21,D,X,High,North,Spring,0
4.34,2.11,6.46,1.32,2.84,1.12,1.03,0.75,D,Y,Medium,East,Spring,2
4.83,2.38,1.04,0.77,1.16,1.53,3.66,0.38,A,X,Low,North,Winter,0
4.11,4.3,3.9,0.68,2.75,1.68,1.81,0.41,A,Y,High,East,Fall,1
4.73,2.0,1.74,0.21,2.36,2.08,1.12,0.3,B,Z,Medium,West,Spring,0
6.33,3.25,2.85,1.97,2.29,1.81,3.54,0.47,B,Y,Low,West,Spring,1
5.69,3.57,6.56,0.86,1.86,1.72,3.59,1.13,C,X,Low,North,Winter,2
7.57,2.16,1.97,0.25,1.92,1.32,2.79,1.25,D,Y,Low,West,Winter,0
7.27,4.92,6.79,0.77,1.95,1.45,2.72,0.79,B,Z,Low,South,Winter,2
5.37,2.68,2.23,2.43,1.92,1.33,3.44,0.86,A,Z,Medium,West,Summer,1
5.04,2.91,5.45,2.57,1.71,2.18,3.36,0.24,D,Y,Medium,West,Summer,2
5.52,2.91,4.28,1.5,2.96,0.96,3.67,0.29,A,X,High,North,Spring,2
6.36,2.69,6.31,1.31,2.22,0.51,2.66,0.53,D,Y,Low,South,Fall,1
5.07,2.0,4.32,2.94,2.35,1.8,3.9,0.91,C,Y,Low,South,Spring,2
6.5,4.19,4.21,0.68,2.63,0.9,3.99,1.16,D,Z,Low,West,Spring,1
5.64,4.9,2.17,0.72,0.73,2.28,1.35,0.99,A,Y,High,South,Spring,1
6.21,2.67,2.0,0.95,0.34,2.22,3.55,0.71,A,Y,Medium,East,Fall,1
5.74,3.99,6.5,0.6,1.5,0.65,2.5,0.35,B,Y,Medium,East,Summer,1
5.18,4.23,2.97,1.2,1.59,0.71,2.16,1.22,B,X,Medium,West,Fall,1
7.79,4.55,3.23,2.74,2.5,1.49,2.84,0.67,B,Z,Low,West,Winter,2
7.05,3.27,5.56,1.88,1.39,1.72,1.17,1.16,D,Y,Medium,South,Fall,2
4.56,2.91,3.03,1.29,1.76,1.05,2.52,0.87,C,Z,High,East,Summer,1
7.47,2.98,6.71,2.81,1.63,1.93,3.61,1.16,C,Y,Low,West,Winter,2
5.95,4.14,5.43,0.24,0.21,1.69,1.64,1.38,A,X,Medium,West,Summer,1
7.58,4.45,4.58,0.71,1.88,1.15,2.28,1.4,C,Y,High,North,Spring,2
7.2,2.54,6.29,1.74,2.5,0.55,3.82,0.9,C,X,Medium,South,Winter,2
5.7,3.11,1.3,1.89,0.56,2.0,2.29,0.86,B,X,Low,South,Spring,0
4.09,4.71,2.54,0.21,1.82,0.93,2.08,0.55,D,X,Low,South,Fall,0
5.07,4.42,3.79,1.27,1.82,2.17,2.32,1.42,A,Y,Medium,North,Summer,2
6.17,4.95,2.36,1.98,0.58,1.34,2.56,0.8,A,Y,High,South,Fall,1
6.53,4.26,5.46,2.12,0.46,1.65,2.9,0.37,A,X,High,East,Fall,2
5.03,3.18,6.52,1.95,2.94,2.25,3.4,0.76,C,Y,High,South,Spring,2
4.56,3.77,3.54,1.03,1.24,2.23,2.36,0.37,C,Y,Medium,East,Fall,1
7.34,3.98,3.05,0.37,0.76,1.24,3.45,0.85,B,Z,Medium,North,Winter,1
7.94,2.24,6.77,1.34,0.6,0.92,2.6,0.93,A,Y,Medium,West,Summer,2
6.1,3.63,3.67,0.47,2.04,2.05,2.02,0.64,A,Y,Low,West,Summer,1
4.69,4.13,3.93,2.85,1.87,1.37,2.97,0.29,A,X,High,East,Summer,2
5.09,2.5,3.11,1.48,1.97,0.88,3.15,1.43,B,Z,High,West,Winter,0
4.07,4.34,6.46,1.02,0.36,2.31,2.67,1.21,A,Y,Medium,North,Fall,2
7.66,3.75,4.41,2.32,2.69,0.9,1.17,1.29,A,Z,High,West,Winter,2
4.47,4.86,5.57,1.54,1.23,0.55,1.51,0.68,D,X,High,North,Spring,2
6.31,2.13,5.87,1.0,1.01,0.54,1.86,1.19,B,Y,Medium,South,Spring,1
5.1,2.8,3.05,2.45,1.44,1.74,1.85,0.83,C,Y,Low,South,Spring,0
6.22,3.8,3.6,2.61,1.23,1.82,3.02,0.46,A,X,Low,East,Spring,2
6.61,2.89,6.09,2.05,2.6,1.12,1.06,0.36,B,Y,Low,South,Fall,1
7.32,4.14,3.18,0.24,2.79,1.14,3.27,0.65,B,Z,Medium,East,Winter,1
4.83,4.28,5.76,1.74,0.98,1.18,1.8,0.38,A,Y,Low,South,Summer,1
4.04,2.31,6.65,2.31,2.61,1.86,1.93,1.5,A,Z,High,West,Winter,2
4.55,3.54,4.74,0.5,2.37,0.62,2.58,0.26,D,X,Low,East,Spring,1
7.6,3.53,5.45,0.76,2.8,2.36,1.65,0.77,D,Y,High,North,Winter,2
7.5,3.11,5.83,2.66,0.81,0.95,3.65,0.79,A,Y,High,South,Spring,2
6.39,4.8,6.07,0.16,1.77,2.5,1.26,0.59,B,Y,High,West,Winter,2
6.4,4.48,3.37,2.28,0.9,0.84,2.33,0.94,D,Z,Low,South,Spring,0
6.66,4.09,1.31,1.47,2.49,2.04,3.55,0.39,A,X,Low,East,Winter,2
4.7,4.14,3.41,1.4,0.12,0.95,2.85,1.22,C,Z,Low,East,Spring,0
7.66,3.39,5.04,0.12,1.74,0.66,1.88,0.63,D,Y,Medium,South,Summer,1
5.68,4.76,3.7,2.48,1.08,2.25,2.26,0.97,D,X,Medium,South,Summer,2
5.53,4.08,5.49,1.14,1.04,2.22,3.12,1.13,B,Z,Low,South,Summer,1
6.08,4.19,3.14,1.67,1.97,1.31,3.92,1.36,A,Y,Medium,North,Fall,2
4.19,4.59,4.81,2.06,2.57,1.9,3.68,1.29,A,Z,Low,South,Winter,2
4.67,2.82,2.12,2.14,1.87,1.61,2.03,0.99,D,X,Medium,North,Fall,0
6.95,4.42,5.5,2.87,2.57,2.21,3.99,0.7,D,Z,Medium,South,Fall,2
4.33,2.59,4.27,1.64,0.87,1.13,1.01,0.85,C,Y,Low,South,Spring,0
6.41,3.04,2.22,1.26,1.61,1.55,1.08,1.2,C,X,High,West,Fall,1
4.98,3.01,2.75,2.87,1.41,1.47,3.47,1.34,C,Y,Low,East,Summer,1
5.56,4.94,5.49,1.96,0.13,1.21,1.6,0.33,C,X,Medium,West,Winter,1
5.15,4.57,3.9,0.96,1.71,2.28,1.18,0.7,C,Y,Low,North,Summer,0
5.42,4.1,2.3,0.47,2.02,0.83,1.71,1.21,C,X,Medium,North,Fall,0
6.88,4.18,6.8,2.54,1.82,0.8,2.28,0.76,B,X,Low,West,Spring,2
5.19,3.69,5.29,1.15,2.24,1.65,3.19,0.63,A,X,Medium,East,Summer,2
6.27,4.84,6.74,2.02,1.76,1.81,2.87,0.73,C,Y,Medium,North,Summer,2
5.9,3.49,3.56,1.47,0.29,0.89,1.71,0.98,B,Y,Medium,South,Summer,0
6.65,3.14,3.85,0.68,0.44,1.28,2.51,1.5,A,Y,Low,East,Summer,1
7.75,2.49,6.39,1.84,1.83,2.39,3.78,0.84,C,X,Medium,West,Spring,2
6.93,4.36,4.15,0.28,0.9,0.99,3.45,0.47,C,Y,High,North,Winter,1
4.86,4.2,5.24,1.3,0.33,1.84,1.97,0.41,D,Y,Low,East,Spring,1
4.12,3.15,2.51,1.69,1.35,1.98,3.95,0.26,A,X,High,East,Winter,1
5.05,2.08,3.68,1.36,1.71,1.4,3.13,0.93,C,Z,Medium,West,Spring,0
6.38,4.52,1.74,2.27,1.05,2.38,1.19,0.91,A,Y,High,West,Spring,2
4.21,2.03,2.24,2.5,2.19,1.97,1.11,0.47,D,Y,Low,South,Fall,0
5.99,4.11,1.01,2.34,1.97,1.42,1.51,1.1,A,X,High,East,Fall,2
6.39,4.91,1.24,0.21,1.07,1.64,3.18,1.16,C,X,High,West,Summer,0
5.34,3.31,6.86,0.66,2.29,1.89,1.55,0.54,C,Z,Low,East,Fall,1
7.08,2.7,2.45,1.66,1.98,1.68,2.53,0.65,B,Z,Low,West,Summer,0
4.43,4.11,4.98,2.81,1.95,2.26,1.28,1.49,D,X,High,West,Fall,2
4.3,4.45,6.03,2.52,1.7,1.21,3.76,0.69,D,X,Low,North,Fall,2
6.91,3.64,4.3,2.54,0.13,1.1,2.03,1.19,A,Y,Low,North,Summer,2
5.98,4.9,1.92,0.98,2.12,0.93,3.72,0.79,A,Y,High,West,Winter,1
6.75,2.16,5.37,1.35,1.19,0.58,3.83,1.23,A,Z,Low,South,Fall,2
5.74,3.51,4.6,1.47,2.83,0.59,1.02,1.2,A,X,Medium,North,Summer,2
4.99,4.16,5.39,0.56,2.47,2.24,2.39,1.07,D,Y,Medium,South,Winter,1
7.28,4.59,5.62,0.19,1.8,1.86,1.07,1.31,D,X,Medium,West,Winter,1
7.2,2.54,6.85,2.85,0.83,1.82,3.73,1.42,A,X,Medium,North,Fall,2
6.78,4.4,4.44,0.8,0.69,1.73,2.56,0.95,B,X,High,East,Spring,2
5.09,3.66,3.05,0.8,1.09,2.2,1.22,0.51,B,Z,Low,North,Winter,0
6.36,3.19,4.89,0.34,1.48,1.46,1.33,0.72,A,Y,High,North,Spring,2
5.44,2.4,1.41,2.79,0.96,2.24,2.15,1.19,B,Z,Medium,South,Spring,0
4.37,4.6,6.38,1.78,1.59,1.22,3.82,1.05,B,X,High,North,Summer,2
7.67,2.47,1.72,2.03,0.58,2.35,3.08,0.43,B,X,Low,West,Fall,0
4.55,2.93,2.97,2.74,2.94,1.9,3.6,0.27,C,X,Medium,West,Winter,1
7.8,2.87,5.89,1.1,0.41,1.01,2.1,1.09,C,X,Medium,West,Fall,2
5.78,4.61,4.58,1.9,2.8,1.63,1.13,0.53,A,Z,Medium,North,Winter,2
4.74,4.02,3.36,0.21,2.75,1.57,3.92,0.85,C,X,Low,East,Spring,1
6.17,4.39,3.84,0.64,1.62,0.78,1.05,1.17,C,X,Medium,North,Spring,2
7.49,2.75,6.13,2.51,2.2,1.68,3.84,0.93,D,X,Low,South,Fall,2
6.93,3.87,3.04,2.32,1.36,1.13,2.11,0.31,B,X,High,East,Winter,2
7.23,3.72,6.22,1.12,1.93,0.6,1.03,0.44,D,Z,High,East,Fall,2
6.64,4.5,1.53,1.19,1.09,2.4,3.07,0.49,D,Y,Medium,North,Spring,0
6.77,4.72,5.66,1.65,0.97,1.78,3.94,0.54,B,Y,Low,South,Spring,2
7.4,2.04,6.09,0.1,1.78,2.25,3.9,0.94,B,Y,High,West,Spring,2
5.0,4.02,2.09,0.8,1.54,1.85,1.48,0.86,D,X,High,South,Summer,0
5.96,2.16,3.58,0.7,1.78,1.21,1.54,0.46,C,X,High,West,Spring,1
4.88,3.65,1.99,0.83,0.93,1.53,2.7,0.29,D,Z,Medium,West,Winter,0
7.95,2.86,5.24,2.44,1.16,1.85,2.91,0.42,C,Y,Medium,East,Fall,2
7.78,2.92,4.21,0.91,0.34,2.42,3.22,1.48,C,X,Low,South,Fall,1
4.16,3.06,4.81,0.66,0.25,1.01,1.54,0.81,A,X,High,West,Spring,1
6.82,3.86,2.18,1.56,0.84,2.25,3.88,1.33,A,X,High,North,Spring,2
7.7,3.0,2.27,2.61,0.32,2.35,2.92,1.3,D,X,Medium,South,Fall,1
4.72,4.2,1.25,0.8,0.4,1.84,3.54,0.86,B,X,Medium,West,Winter,0
6.27,3.21,2.93,0.33,2.46,2.36,2.62,1.12,A,X,Medium,South,Fall,1
7.66,2.21,4.36,1.13,0.21,1.3,2.24,0.45,C,Y,High,North,Winter,1
4.14,4.35,6.15,2.27,2.01,2.41,3.93,1.09,C,X,Low,East,Winter,2
6.79,2.86,5.0,1.7,0.89,1.91,2.75,0.55,A,X,Medium,East,Spring,2
5.19,3.3,3.61,2.47,2.63,0.58,3.6,1.28,A,Z,Low,North,Spring,2
7.7,4.06,6.72,2.88,1.51,2.31,3.86,0.31,B,Y,Medium,South,Fall,2
7.88,3.0,5.32,2.4,0.99,1.47,3.03,1.21,A,Z,High,North,Summer,2
7.78,2.17,6.58,1.85,1.6,1.42,2.65,0.33,C,X,Low,South,Summer,2
5.9,3.12,4.17,1.53,1.21,1.63,1.01,1.35,B,Y,Low,West,Summer,1
7.45,4.83,2.55,0.22,1.74,0.8,1.12,0.6,D,X,Medium,East,Summer,1
7.38,3.93,1.32,2.95,0.43,1.44,1.6,1.05,C,Y,Medium,East,Winter,1
5.28,4.01,5.36,1.21,2.99,2.16,1.56,0.83,C,X,High,North,Spring,2
7.32,3.9,1.73,0.54,1.33,0.53,1.76,0.68,B,X,Medium,North,Summer,0
4.15,2.6,2.82,2.03,1.11,1.05,1.91,1.04,B,Z,Medium,North,Fall,0
6.39,3.26,4.19,0.92,2.16,0.5,2.08,1.43,B,Y,Low,South,Fall,1
4.92,4.25,4.39,1.8,1.16,1.33,2.26,0.25,B,Z,High,North,Fall,1
4.48,2.3,4.6,1.8,2.52,1.96,1.3,1.39,C,X,High,South,Winter,2
4.31,2.83,2.0,1.39,1.42,2.1,1.13,0.99,B,X,High,North,Winter,1
6.79,2.83,3.28,2.52,2.19,2.39,3.02,1.25,C,Y,High,West,Fall,2
5.36,3.3,4.7,0.87,0.41,1.72,2.61,0.7,A,Y,Medium,West,Spring,2
6.9,4.94,6.82,1.4,2.55,1.01,2.33,0.81,A,Y,High,East,Summer,2
4.26,2.2,5.37,1.66,2.23,2.35,2.9,1.33,D,Z,Low,North,Fall,0
5.26,3.56,6.54,2.02,0.71,2.05,3.48,0.74,B,X,High,West,Winter,2
6.16,2.54,5.57,2.37,0.52,1.65,2.28,0.9,B,Y,Low,West,Winter,1
7.16,4.91,4.55,1.24,1.02,1.89,2.92,0.23,B,X,Medium,North,Fall,2
5.28,2.34,2.15,1.97,2.93,2.35,3.86,0.41,A,X,Low,East,Fall,2
6.5,3.21,5.0,0.54,0.84,1.92,3.52,1.03,C,Y,Low,West,Spring,0
7.54,4.21,4.74,2.8,1.42,1.24,2.28,1.13,A,Y,Low,East,Spring,2
6.46,4.11,4.61,1.21,0.19,1.93,2.93,0.96,B,X,Low,South,Spring,2
4.93,3.27,3.94,2.22,1.25,0.58,1.53,0.39,B,X,Medium,South,Spring,1
4.1,3.04,4.17,0.16,1.76,1.27,2.68,0.78,D,Y,Low,East,Summer,0
7.48,3.19,3.01,0.7,2.86,1.31,3.94,0.66,B,Y,Low,South,Summer,1
4.09,2.79,4.12,1.51,1.6,0.83,2.55,0.84,A,X,High,West,Fall,1
7.5,2.62,2.19,2.65,2.48,0.55,3.78,1.33,B,X,Medium,East,Fall,2
6.12,3.45,5.83,1.63,1.69,0.77,2.22,1.21,A,X,High,North,Fall,2
7.76,2.81,2.11,2.8,0.22,1.81,4.0,0.31,A,Z,Medium,East,Summer,2
7.2,2.86,1.51,1.5,1.01,2.1,2.74,1.36,A,Z,Medium,East,Summer,1
7.99,3.97,3.62,1.52,1.77,2.48,1.13,0.81,B,Y,Medium,North,Winter,2
5.4,4.91,4.95,0.45,2.86,1.19,2.76,1.17,A,Z,Medium,South,Spring,2
7.07,3.81,3.63,2.43,2.59,1.7,1.82,0.38,B,Y,Low,West,Winter,2
5.61,2.23,2.66,0.82,0.76,2.37,1.1,1.07,D,X,Medium,East,Summer,0
5.92,2.23,4.35,2.71,0.74,0.83,3.46,0.51,C,X,Low,North,Fall,1
6.51,4.85,3.08,2.74,0.68,1.94,1.83,0.77,A,Z,Medium,North,Spring,2
7.49,2.89,6.6,2.84,2.78,2.01,3.39,0.22,A,Y,Medium,East,Spring,2
7.94,2.28,6.54,1.61,2.57,0.68,1.86,0.4,C,Z,Medium,East,Summer,2
7.07,3.8,4.01,2.06,2.35,2.22,1.58,0.32,D,Z,High,South,Fall,2
5.67,3.87,2.97,2.36,1.24,2.13,3.92,0.51,A,Y,Medium,East,Summer,2
5.69,3.95,5.42,0.48,1.56,0.57,2.08,0.33,C,X,Medium,North,Fall,1
6.95,2.8,1.22,1.84,1.45,0.68,2.8,1.1,B,X,Medium,North,Summer,1
4.96,2.05,3.85,0.2,0.83,0.6,2.83,0.24,B,X,Medium,East,Summer,0
4.44,4.9,3.02,1.54,1.56,1.17,2.68,1.0,D,X,Medium,North,Winter,1
5.42,2.75,6.52,0.55,0.19,1.52,3.74,0.38,C,Y,Medium,West,Winter,1
5.15,4.03,1.07,0.63,0.48,1.56,3.02,1.43,D,X,Medium,North,Fall,0
5.19,4.12,4.32,1.16,2.67,1.04,2.21,1.41,B,X,High,East,Spring,2
4.93,3.83,5.44,1.35,2.28,2.32,3.59,0.49,B,Y,High,South,Spring,2
4.17,2.94,3.91,1.91,1.33,1.24,1.54,1.0,C,X,High,South,Winter,1
4.07,2.81,1.51,0.32,1.6,0.59,2.63,0.24,B,Y,High,West,Spring,0
7.95,3.79,6.83,1.56,1.17,1.1,3.85,1.41,B,Y,High,South,Winter,2
5.71,4.6,4.11,0.63,2.25,1.56,2.88,0.88,A,Y,High,East,Summer,2
5.54,4.84,4.69,1.76,2.37,1.32,3.45,0.26,A,Z,High,East,Winter,2
6.72,2.32,2.42,1.95,2.31,1.05,2.96,0.65,B,X,Medium,East,Summer,1
4.87,2.46,3.9,1.71,2.2,0.76,3.52,0.3,C,X,High,West,Summer,2
7.8,4.83,3.57,2.24,0.69,2.14,3.83,0.71,D,Z,Medium,East,Fall,2
7.15,4.21,1.45,1.07,1.08,2.49,1.82,1.07,B,Y,Low,East,Winter,0
4.36,4.65,1.64,2.32,1.46,1.16,1.51,0.81,C,Z,Low,West,Winter,0
5.67,2.61,6.02,1.36,1.06,1.26,2.45,0.7,A,X,Medium,West,Fall,2
7.52,3.76,2.44,1.5,2.29,1.74,3.11,0.35,D,Z,Low,South,Winter,0
7.78,4.1,2.17,1.98,1.06,1.94,1.68,0.52,B,Z,Medium,East,Fall,0
5.87,4.04,4.03,0.15,0.5,1.28,1.01,0.33,C,Y,High,North,Winter,1
6.45,3.22,5.61,2.0,1.26,2.31,2.03,1.25,C,X,Low,South,Winter,2
4.67,2.05,1.37,1.89,2.94,1.62,3.91,0.38,A,Z,Low,South,Summer,0
7.96,3.75,4.46,1.0,0.76,1.4,3.08,0.97,B,Z,Medium,West,Fall,1
4.93,2.76,1.72,0.35,1.88,1.79,2.2,0.65,D,Z,Medium,East,Fall,0
7.77,3.35,1.22,0.36,1.36,2.41,1.58,0.49,A,X,Medium,East,Fall,1
6.6,4.87,1.32,2.78,0.31,2.09,2.07,1.03,C,Z,High,North,Winter,2
6.43,3.2,6.0,2.1,1.51,0.58,1.51,0.79,D,X,High,South,Summer,2
6.05,4.52,1.71,0.47,2.14,1.16,1.32,0.72,B,X,Medium,West,Spring,1
4.92,2.57,1.27,1.13,1.59,1.44,3.72,0.97,D,Y,Low,North,Summer,0
4.71,4.02,3.63,1.82,2.63,1.13,3.99,0.84,D,X,High,North,Spring,2
4.88,4.93,6.06,2.52,0.94,1.9,1.49,0.59,C,Y,Low,South,Summer,2
4.75,2.31,2.57,0.23,0.35,2.15,1.16,0.93,A,Y,High,East,Winter,0
7.12,2.02,3.53,0.79,2.82,1.96,1.99,1.07,B,X,Medium,South,Fall,1
5.4,3.3,1.24,2.68,1.2,2.48,2.38,0.23,A,Y,Medium,South,Winter,0
4.23,2.28,3.69,0.13,1.77,1.05,1.61,0.81,C,Z,Medium,East,Spring,0
7.88,4.25,4.47,0.68,2.4,2.25,1.9,0.27,C,X,High,South,Winter,2
7.54,4.74,4.43,2.88,1.04,2.03,1.6,0.44,C,Y,Medium,West,Fall,2
7.71,3.3,2.99,1.88,2.18,1.22,3.32,0.93,B,X,Medium,North,Spring,2
7.98,2.78,2.89,0.86,0.49,1.97,3.14,1.33,A,Y,High,South,Fall,1
4.7,3.3,1.64,0.29,0.94,0.71,2.9,1.35,C,X,High,East,Winter,0
5.58,4.17,3.2,0.18,0.52,2.08,2.16,0.29,C,X,Medium,West,Spring,0
7.03,2.03,1.6,0.81,2.45,1.56,3.73,0.74,D,X,Medium,West,Fall,0
6.78,3.77,5.6,2.66,0.75,1.08,3.91,0.96,C,Z,High,East,Winter,2
4.62,3.84,6.8,1.31,2.18,1.81,1.52,0.39,C,Y,Medium,South,Spring,2
7.26,3.91,6.82,2.19,2.84,1.78,1.67,1.2,C,Y,Low,North,Fall,2
4.9,2.73,6.19,2.76,1.63,0.92,2.58,1.17,C,X,High,North,Summer,2
4.9,4.14,4.6,1.28,1.67,0.56,1.27,1.37,B,Y,Medium,West,Summer,1
6.15,2.27,5.21,0.65,1.44,1.37,2.31,0.21,D,X,High,West,Fall,1
6.37,2.6,2.71,1.6,1.05,1.64,2.75,0.48,C,X,High,West,Spring,1
6.32,4.63,4.78,2.73,1.48,2.25,2.57,1.28,B,Y,High,North,Winter,2
4.37,4.22,3.73,2.43,1.85,2.36,1.99,1.07,A,X,Medium,East,Spring,2
7.51,2.04,3.89,0.29,2.96,1.56,2.63,1.36,A,X,Low,East,Summer,2
5.06,2.75,5.55,2.11,2.82,2.01,3.88,0.27,B,Y,High,East,Fall,2
4.52,2.64,2.69,1.76,2.6,1.38,1.62,0.98,A,Z,Medium,East,Summer,1
7.55,2.81,2.91,2.73,2.68,1.99,2.96,0.94,A,X,Medium,West,Summer,2
7.82,2.74,6.55,0.46,1.46,0.91,1.13,0.25,B,X,High,South,Winter,2
7.45,2.19,1.34,1.65,2.01,1.24,1.2,0.87,A,X,Medium,North,Winter,1
7.24,3.38,3.91,2.65,2.7,1.77,2.66,0.99,C,Z,Low,North,Winter,2
6.62,4.2,6.48,1.29,1.24,0.54,1.31,0.45,B,Z,Low,North,Fall,2
6.2,3.82,4.66,1.5,2.89,1.94,1.07,0.56,B,Y,Low,South,Winter,2
4.35,4.02,4.28,0.3,1.31,2.17,1.51,1.03,A,Z,Medium,North,Winter,1
5.63,2.24,2.5,0.91,1.84,1.3,2.69,0.81,B,Y,Low,South,Summer,0
5.49,4.85,3.06,1.04,2.16,1.4,3.11,1.32,B,Z,High,East,Summer,2
5.04,4.52,6.11,2.84,2.86,2.2,1.61,0.65,C,X,Low,West,Spring,2
6.89,4.42,4.36,0.92,0.81,2.05,3.0,0.55,C,X,Low,West,Summer,2
5.98,4.47,4.09,1.44,2.26,1.08,1.55,1.48,A,Y,High,South,Winter,2
4.32,4.8,1.6,2.05,1.61,1.15,2.84,1.38,C,X,Medium,North,Fall,0
4.88,3.63,1.1,0.57,0.88,1.86,2.24,0.24,A,Y,Medium,North,Fall,0
6.73,2.6,6.78,1.51,2.35,1.63,2.96,1.2,D,X,Low,West,Spring,2
4.3,3.85,3.26,2.24,1.7,0.82,3.99,0.34,D,Y,High,East,Spring,1
7.4,4.23,4.62,2.61,2.02,1.12,3.81,0.24,B,X,Low,North,Summer,2
5.98,4.21,1.48,1.92,1.04,2.3,1.01,0.56,C,X,Medium,West,Winter,1
5.92,3.56,5.1,2.04,1.5,1.88,3.66,0.55,C,Z,High,South,Summer,2
6.37,2.21,6.6,0.47,1.89,2.47,1.2,1.27,C,Z,High,West,Winter,2
7.3,3.11,4.45,2.84,1.27,2.03,3.86,1.12,C,Z,Low,South,Spring,2
5.39,4.76,1.76,0.48,0.68,2.38,1.85,1.48,D,Y,High,South,Fall,0
6.71,3.75,4.49,2.35,2.89,0.93,2.15,1.12,B,Y,High,East,Fall,2
6.26,3.61,5.6,0.87,1.58,2.04,1.27,0.74,C,Y,Medium,West,Winter,1
5.07,2.81,3.44,2.81,2.23,0.54,1.34,1.11,C,X,Medium,West,Spring,1
7.51,3.11,6.28,2.19,1.29,1.84,3.18,1.5,C,X,Medium,East,Spring,2
7.19,4.69,4.89,2.29,1.13,1.44,3.83,1.12,C,X,Medium,North,Spring,2
6.63,4.0,6.4,0.74,1.28,1.19,2.83,1.19,A,Z,Low,South,Winter,2
7.4,4.36,4.74,1.38,1.29,2.22,3.15,1.42,B,X,Low,West,Spring,2
7.47,3.36,1.79,1.89,1.68,2.21,3.29,0.35,A,Z,High,East,Spring,2
6.83,3.89,2.86,2.33,1.68,0.54,1.79,1.12,B,Y,Low,West,Fall,1
7.35,2.75,2.21,0.4,1.54,1.72,1.14,1.31,B,Y,Low,South,Fall,0
6.79,4.12,6.45,2.89,0.49,1.24,1.01,1.44,D,X,Medium,East,Winter,2
6.72,3.28,5.56,2.68,1.54,1.33,2.05,0.47,C,X,Medium,South,Winter,2
6.47,3.33,5.06,0.88,0.59,2.16,1.72,0.86,C,Z,High,East,Fall,2
7.01,3.95,2.81,2.49,0.47,1.12,1.19,1.08,B,X,Medium,West,Winter,1
4.63,4.81,2.1,1.6,2.8,2.39,1.54,0.52,C,X,Medium,East,Fall,1
7.52,2.19,5.54,1.44,1.85,0.86,1.37,0.98,C,X,Low,South,Summer,2
7.49,4.47,3.84,1.01,2.01,1.83,3.74,0.53,C,X,Low,South,Winter,1
4.12,2.88,2.35,1.78,1.27,1.84,1.42,0.63,A,X,High,North,Fall,1
7.3,3.33,4.7,2.22,2.74,1.0,2.61,0.77,B,Y,High,West,Summer,2
4.52,2.07,1.24,1.29,1.95,1.15,2.78,0.89,C,Y,High,South,Fall,0
5.34,2.9,2.96,1.92,2.33,2.17,2.63,0.78,B,Y,Low,West,Summer,0
6.97,3.51,3.81,2.13,1.17,2.02,1.3,0.84,D,X,High,East,Spring,2
